id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_420723	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420726	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420725	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420720	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420722	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420721	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418400	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419731	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419730	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418404	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419735	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418403	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419734	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418402	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419733	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418401	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419732	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418408	Human	Europe / Finland / Helsinki	FI	FIN	Finland	Helsinki	Northern Europe	Europe
EPI_ISL_419739	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418407	Human	Europe / Finland / Helsinki	FI	FIN	Finland	Helsinki	Northern Europe	Europe
EPI_ISL_419738	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418406	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419737	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418405	Human	Europe / Finland	FI	FIN	Finland		Northern Europe	Europe
EPI_ISL_419736	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419729	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420717	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420716	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420719	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420718	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420713	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420712	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420715	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420714	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420711	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420710	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419760	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420751	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420750	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417101	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418433	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419764	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417102	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418432	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419763	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418431	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419762	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417100	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418430	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419761	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417105	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418437	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419768	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417106	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418436	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419767	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417103	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418435	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419766	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417104	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418434	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419765	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417109	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417107	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418439	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_417108	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418438	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_419769	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420749	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420746	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420745	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420748	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420747	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420742	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420741	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420744	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420743	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420740	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418422	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419753	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418421	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419752	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418420	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419751	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_419750	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418426	Human	Europe / France / ARA / Bourg-en-Bresse	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419757	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418425	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419756	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418424	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419755	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418423	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419754	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418429	Human	Europe / France / ARA / Lyon	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_418428	Human	Europe / France / ARA / Vienne	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419759	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_418427	Human	Europe / France / ARA / Saint-Priest	FR	FRA	France	Auvergne-Rhone-Alpes	Western Europe	Europe
EPI_ISL_419758	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420739	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_429101	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_420738	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_429100	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_429103	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_429102	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_420735	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_429105	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_420734	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_429104	Human	Asia / China / Guangzhou	CN	CHN	China	Guangzhou	Eastern Asia	Asia
EPI_ISL_420737	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420736	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420731	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420730	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420733	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420732	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419782	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420771	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417120	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419781	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420770	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419780	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420773	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420772	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417123	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419786	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417124	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419785	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417121	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419784	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417122	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419783	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417127	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_417128	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419789	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417125	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419788	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417126	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419787	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417129	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420768	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420767	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420769	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420764	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420763	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420766	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420765	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418440	Human	Europe / Switzerland / Lucerne	CH	CHE	Switzerland	Lucerne	Western Europe	Europe
EPI_ISL_419771	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420760	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419770	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_420762	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420761	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_417112	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419775	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417113	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419774	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417110	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418442	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_419773	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417111	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418441	Human	Asia / China / Hangzhou	CN	CHN	China	Hangzhou	Eastern Asia	Asia
EPI_ISL_419772	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417116	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419779	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417117	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419778	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417114	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419777	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417115	Human	North America / USA / Washington / Snohomish County	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419776	Human	Oceania / Australia / Victoria	AU	AUS	Australia	Victoria	Australia and New Zealand	Oceania
EPI_ISL_417118	Human	North America / USA / Washington / King County	US	USA	USA	Washington	Northern America	North America
